time,name,link,images,conpensation,type_of_job,description
2018-06-06 11:24,Project Manager,https://newyork.craigslist.org/que/egr/d/project-manager/6609527409.html,,Based on Experience,full-time,"
        ,
Expanding Corporate Retail/Residential firm looking for project architect to work on retail fit-out projects.,
Requirements:,
Familiarity & Knowledge with relevant codes and requirements such as NYC Building Code, NYC Zoning Resolution, Americans with Disabilities act, Mechanical, plumbing and fire codes.,
Knowledge of preparing and putting together construction documents from start to finish.,
Proficiency in AutoCAD, Office, Adobe, & Sketch up.,
Knowledge of design criteria including organization, adjacencies and aesthetics,
Knowledge of NYC Building Department Standards and forms.,
Experience with dealing with DOB objections. ,
Experience with creating layouts in a retail and office environment.,
Ability to work on multiple projects and deadline and prioritize when required. Able to review and check others work. Ability to communicate articulately, both verbally and in writing.,
Ability to coordinate with expeditor for DOB filings.,
Ability to work independently when required.,
Ability to review and respond to contractor RFI's.,
Ability to take direction from supervisors and work effectively with co-workers.,
    "
2018-06-06 12:28,Audio Visual (A/V) Revit Engineer | Drafter,https://newyork.craigslist.org/mnh/egr/d/audio-visual-v-revit-engineer/6609603761.html,,70K,full-time,"
        ,
Summer Hours! Work Life Balance! Great Career Opportunity! Great Perks and Benefits!,
Revit / BIM Expert with 3-5 years of professional related experience. ,
Contract-to- Hire,
,
Develop Audio Visual, IT, Security and Acoustical technical drawings and models using Revit.,
This is a long term career opportunity beginning immediately in the midtown NYC office of a leading consulting services provider.,
,
Responsibilities include updating Revit families.,
,
,
    "
2018-06-06 13:52,Intermediate Interior Designer FREELANCE (ACAD),https://newyork.craigslist.org/mnh/egr/d/intermediate-interior/6609706839.html,,Commensurate with experience level,contract,"
        ,
My company is looking for an Intermediate Freelance Interior Designer for a 6-12 month assignment. Interiors support, PM support and preparing presentations with very good ACAD skills.,
,
This is for full-time FREELANCE consulting on-site work in NYC.,
,
* Solid ACAD skills a must,
* Solid Indesign skills a must,
* Excel chart exp.,
,
The range of projects is primarily Hospitality.,
,
This is for a high-end International NYC design firm. If this is of interest to you please respond and we can arrange an interview. Work can start immediately.,
,
Please respond with HOURLY RATE and RESUME and portfolio if available in PDF.,
,
SKILLS:,
* ACAD - Excellent skills.,
* REVIT - a plus,
* Photo Shop - a plus,
    "
2018-06-06 14:40,Estimator Needed.,https://newyork.craigslist.org/wch/egr/d/estimator-needed/6609763947.html,,commensurates with experience.,full-time,"
        ,
Full-time estimator needed for North White Plains painting company.,
Prepare estimates for clients.  Read plans and specifications.,
Compute labor and material costs.    "
2018-06-06 18:05,Revit Drafter needed at High-End Glass Wall Company,https://newyork.craigslist.org/mnh/egr/d/revit-drafter-needed-at-high/6609983401.html,"https://images.craigslist.org/01212_JsGtDuqdVm_600x450.jpg,https://images.craigslist.org/00i0i_69WtuGAmyft_600x450.jpg,https://images.craigslist.org/00404_gjB8Ey9Uf3n_600x450.jpg,https://images.craigslist.org/00404_ktRe5voQmvu_600x450.jpg,https://images.craigslist.org/00606_9B9NS2ZTXEO_600x450.jpg",$45000/year or depending on experience,full-time,"
        ,
Hi! Thanks for your interest, please check out the details below, and if it seems like the right position for you, please reach out with any questions:,
,
JOB DESCRIPTION ,
Wing Partners is looking for an architectural Revit drafter to join our company. Currently we do all of our shop drawings in 2D with AutoCAD, and we need someone to help us translate those to Revit. You'll be working alongside experienced project managers who manage multi-million dollar projects, building workplaces for fortune 500 companies. We specialize in glass wall systems for office interiors. (Check out our website for photos www.wingpartners.com). Please note that this is not a design role, but your Revit experience should specifically be in architecture or interior design. ,
,
You will be consulting with our project managers on the details of each project's design, to convert AutoCAD drawings to Revit. You'll also be consulting with the factory to ensure that our Revit process is correct and that the results can be inserted into their production system.,
,
RESPONSIBILITIES ,
* Review construction documents,
* Develop shop drawings in Revit based on 2D AutoCAD drawings, including plans, elevations, sections, and details,
* Assist project managers with change orders, as-built drawings, and other related project tasks,
* There may be an opportunity to assist with a broader scope of project management if that appeals to you,
   ,
REQUIREMENTS,
* Proficiency in both Revit and AutoCAD,
* Be able to read and understand construction documents,
* Strong communication skills in English,
* Self-driven, detail oriented, well organized.  ,
* Located in the NYC metro area,
,
**It's definitely not a requirement, but in an ideal world, we are looking for a candidate who can speak Italian, since our factory is based in Italy. The Revit families for our wall system have been developed in Italy, so this will make communication much easier during the learning period.**,
 ,
COMPENSATION & TIME ,
40 hours per week, with a salary paid bi-weekly. Office hours are 9am-6pm. Health benefits are available after a waiting period of 60 days. Salary will be depending on experience, approximately $45000/year to start.,
,
ABOUT US,
Wing Partners is a full-service distributor of modern, high-end customized glass wall systems. We work closely with architects and interior designers to help them achieve their visions for the workplaces of clients such as IBM, Under Armour, AMC, Heineken, Coach, Nike, and many more. At Wing Partners, we're a small tight-knit group who works hard and likes to have fun. Our showroom is in Chelsea, New York City.,
,
CONTACT,
Check out our website at WingPartners.com. To apply, please email Joe with your resume/cv, a cover letter, and some Revit work samples using the craigslist link. Thanks!    "
2018-06-06 20:25,DRAFT PERSON AT FZAD,https://newyork.craigslist.org/mnh/egr/d/draft-person-at-fzad/6610095523.html,"https://images.craigslist.org/00f0f_c3NQN6a5HEb_600x450.jpg,https://images.craigslist.org/00Y0Y_8UKdg158xTo_600x450.jpg","Starting Salary: $ 35,000.00 Pending number of years experience",full-time,"
        ,
1.	FZAD Architecture + Design is an eight person office that is an interior design architectural firm located in midtown on 56th street and Fifth Avenue.,
2.	We are a small firm that offers the professional experience in taking a project from beginning to end and experiencing all phases of a project to become an architect.,
3.	You will develop your career working at FZAD and use programs that will enhance your deliverables to our clients, such as sketchbook and AutoCad architecture 2018 etc.,
4.	This position is for an individual who enjoys creating building department and construction drawing packages for grocery stores and cafes and restaurants and residential apartments..  The stores typically involve working with the kitchen designers and developing the storefront for a new façade. ,
5.	Here are the following attributes that we would like the staff person to have.,
a.	Detailing experience is required for exterior facades, (wall sections), millwork, grocery stores.,
b.	Project Management exposure is required to coordinate the engineers with the architectural drawings and follow up on the building department process.,
c.	Building Department exposure for coordinating expediters and to keep track of appointments (What you do not know we can teach you.),
d.	Construction document experience is required to develop a set of construction bid documents with little assistance.,
e.	Bachelors or Master Degree in Architecture working towards getting licensed.,
6.	Due to the independent nature of the position it is required that you have been working in the profession for 2-3 years. ,
7.	Required proficiency at AutoCad Architecture with Sketch Up and 3D Modeling is desirable; what you do not know you will gain experience by practicing.,
8.	It is a full time staff position; office hours are 9-6. We have new equipment and a great location on 56th street between Fifth Avenue and 6th Avenue. The position is available immediately.,
9.	Please see our web site ""www.fzad.com"" to view our work and our list of projects.,
10.	Please send your resume with your portfolio of technical drawings.,
,
Thank you. ,
Frederic Zonsius President Architect,
    "
2018-06-07 08:27,ARCHITECT,https://newyork.craigslist.org/mnh/egr/d/architect/6610321733.html,,Very competitive salary and full benefit package.,full-time,"
        ,
Dynamic and well-established NYC Architecture/Interior Design firm is seeking a Senior Architect with 7+ years' post-graduate experience working on exciting projects for our prestigious clients to join our team.  The ideal candidate has the capabilities and experience managing projects from inception through construction and has proven experience leading a project team. You are motivated, organized and focused with the ability to lead and to articulate ideas to our distinguished & high-profile corporate, academic and healthcare clients and must possess the following skills and qualifications: ,
,
•	Excellent verbal & written communication skills,
•	Strong programming and production skills,
•	Proficient in AutoCAD / Adobe Creative Suite / MS Office / Revit a plus,
•	Highly experienced with interior construction,
•	Healthcare interior design experience a plus,
•	BArch or MArch degree from an accredited university required ,
•	Strong management and organizational skills,
•	LEED accreditation a plus,
•	License preferred,
,
We offer a very competitive salary and benefits package and the opportunity to work on interesting and exciting projects in a friendly, creative, collaborative team environment.,
,
Please email your resume, cover letter, salary request, and PDF samples of your work.,
NYC area residents only. No relocations.  Must be currently authorized to work in the U.S. ,
,
,
    "
2018-06-07 11:11,Engineering Graduates Interested in Fire Protection Engineering!,https://newyork.craigslist.org/mnh/egr/d/engineering-graduates/6610460074.html,,Commensurate with Talent / Enthusiasm,full-time,"
        ,
We are Capitol Fire Sprinkler, a third generation fire sprinkler company that has been in business for over 60 years in New York City. Our Company employs many of the most experienced fire sprinkler experts in the business, and we are thrilled and eager to train the new class of Fire Protection Project Engineers. ,
,
The Company is led by Richard ('74) and Adam Levine ('06), both Fire Protection Engineers from the University of Maryland. Feel free to check us at www.capitolfire.com.,
,
,
We are experts in this industry, and we will work with you to teach you the following:,
,
-Design fire sprinkler systems,
-Prepare hydraulic calculations,
-Participate in Company learning / training sessions,
-Coordinate sprinkler design with existing structure and other subcontractors via 2D/BIM .,
-Prepare ""as-built"" drawings for in-house archive and client files.,
-Review project updates for change orders.,
-Prepare stock lists and material requisitions.,
-Perform field surveys for initial drawing layout as well as follow-up for accuracy and coordination.,
-Interface with GC / Owner,
,
,
QUALIFICATIONS,
-Bachelor's degree in Engineering ,
,
,
    "
2018-06-07 11:13,Fire Sprinkler Engineer,https://newyork.craigslist.org/mnh/egr/d/fire-sprinkler-engineer/6610462123.html,,Commensurate with Talent / Enthusiasm,full-time,"
        ,
We are Capitol Fire Sprinkler, a third generation fire sprinkler company that has been in business for over 60 years in New York City. We install, maintain, and service fire sprinkler systems in residential, office, warehouse, and retail buildings (of all sizes). We have over 100 employees, and we are headquartered in Queens, NY. ,
,
Our mission is to do all things fire sprinkler in order to save lives, and protect the property of our customers. We love to learn new things, accomplish more, and get better everyday. ,
,
We offer security, competitive wages, and great benefits (health / dental / vision, 401k, sick/holiday). ,
,
,
,
DUTIES,
-Design fire sprinkler systems,
-Prepare hydraulic calculations,
-Participate in Company learning / training sessions,
-Coordinate sprinkler design with existing structure and other subcontractors via 2D/BIM .,
-Prepare ""as-built"" drawings for in-house archive and client files.,
-Review project updates for change orders.,
-Prepare stock lists and material requisitions.,
-Perform field surveys for initial drawing layout as well as follow-up for accuracy and coordination.,
-Interface with GC / Owner,
,
,
QUALIFICATIONS,
-Bachelor's degree in Engineering with experience in engineering and design Fire Protection (FP) systems,
-Requires a minimum of 3-7 years of applicable experience,
-Must be knowledgeable and experienced at applying National Fire Protection Association (NFPA) standards and of NYC fire protection code,
-SprinkCAD skills are preferred.    "
2018-06-07 13:11,Architect/Engineer/Construction Manager,https://newyork.craigslist.org/mnh/egr/d/architect-engineer/6610599284.html,,Commensurate with experience,full-time,"
        ,
Start: July 2018 ,
Principals Only,
,
Education: Architecture, Engineering, or Construction Management degree,
,
Experience: Minimum 5 years of federal and/or private sector building construction management experience. Experience should include planning, programming, estimating, design and construction management and supervision. Also, design review, procurement support, cost management, commissioning, and post construction support. Superior management and communication skills required. ,
,
Federal experience and security clearance a plus. ,
,
Must be able to demonstrate ability to manage a program of varying complexity including mulit-phase projects indesign and construction. Strong computer skills required.,
,
Stable, experienced firm with benefits.,
Email detailed resume with salary requirements. ,
Strictest confidence will be maintained.    "
2018-06-07 13:53,Class 2 Code & Zoning Representative,https://newyork.craigslist.org/brk/egr/d/class-2-code-zoning/6610649148.html,,Commensurate with experience,full-time,"
        ,
We are looking for an experienced Class 2 Filing Representative who can handle a fast-paced but exciting work environment.,
,
Requisite skills and experience required include knowledge of NYC Zoning and Building Codes as well as liaising with DOB Examiners for plan approval. Must also be knowledgeable in all areas of the expediting process.,
,
We have exciting new projects coming up and need an enthusiastic and committed individual who can help our team excel to even greater heights.,
,
Must have excellent work ethic, positive attitude and a firm understanding of the development industry. Must be a team player who knows how to multi-task and prioritize. Must be an organized and dedicated individual who will become a integral and valued member of our team.    "
2018-06-07 14:36,Construction Field Inspector,https://newyork.craigslist.org/mnh/egr/d/construction-field-inspector/6610698848.html,,Commensurate with experience.,full-time,"
        ,
Start: July 2018,
Principals Only ,
,
Experience: Construction Field Inspector must possess a minimum five years' experience in managing/inspecting building construction projects across all trades. Inspector monitors work in progress by contractors for compliance with contract specifications and plans, prevailing wage requirements, and site safety requirements. Monitors contractor labor force. Reports all hazardous conditions. Ensures the formulation of punchlists and contractors' completion of punchlist items. ,
,
Education: College degree preferred.,
,
Certifications: Site Safety & Hazmat certification a plus.,
,
Stable, experienced firm with benefits.,
Email detailed resume with salary requirements.,
    "
2018-06-07 15:24,Project Foreman,https://newyork.craigslist.org/mnh/egr/d/project-foreman/6610752793.html,,Negotiable,full-time,"
        ,
- Overseeing Field operations,
- Coordinating sub-contractors work,
- TWLA schedule update to office,
- Order material and schedule deliveries for in-house material and work,
- Daily reports and progress photos,
- Staying on top of sub-contractors to stick with schedule,
- Quality control for field operations,
- Scheduling testing and inspections,
- Fluent in English and have strong communication skills    "
2018-06-08 11:45,Structural Engineering Draftsperson/CAD operator,https://newyork.craigslist.org/brk/egr/d/structural-engineering/6611431723.html,,To be discussed,full-time,"
        ,
Architectural Engineering firm seeking a CAD drafter with ,
Architectural background or ,
Structural/Civil engineering background ,
,
This is a full time 9-5 position. ,
Requirements- ,
-3-5 years experience ,
-Be able to read and understand construction documents,
-Proficiency in AutoCAD,
-General knowledge and ability to implement the current NYC Building Codes, Zoning Resolution and Construction Standards is a must.,
,
Please send resume in pdf form. ,
Salary up for discussion.    "
2018-06-08 11:45,"Designers, Jr. Designers, Design Asst and AutoCAD specialists",https://newyork.craigslist.org/mnh/egr/d/designers-jr-designers-design/6611431958.html,,DOE,full-time,"
        ,
WE'RE HIRING NYC!  FT:  ,
The Renovated Home, Manhattan premier residential Design Build firm is hiring FT:  for Designers, Jr Designers, Design Assistants and Interns, AutoCAD specialists and Graphic Designers.  Kindly send your resume and any revelant information.  Best of luck in your search!,
    "
2018-06-08 11:48,ELECTRICAL ENGINEERS,https://newyork.craigslist.org/mnh/egr/d/electrical-engineers/6611435901.html,,"$75,000- 140,000",full-time,"
        ,
ELECTRICAL ENGINEERS with a BSEE and 5-20 + years,
of experience in residential, commercial or healthcare projects.,
Permanent. Full time. Excellent benefits.,
,
HANK DEVITO,
,
TEL: 718-449-5745,
EMAIL: HANK11214@HOTMAIL.COM    "
2018-06-08 12:36,Plumbing/ Fire Protection Engineer,https://newyork.craigslist.org/mnh/egr/d/plumbing-fire-protection/6611493123.html,,$80 - $100k,full-time,"
        ,
We have an open position in our New York office for a Plumbing Engineer. ,
,
5 years minimum experience.,
,
Desired Skills:,
,
5 plus years of experience in designing of plumbing for: healthcare, commercial high-rise building and laboratory projects. ,
Proficient in Auto CAD and Revit. ,
Experience in specification writing. ,
Performs field verification and take-offs of existing systems for renovation projects. ,
Coordinates with other disciplines. ,
Develop calculations for Plumbing/FP system sizing.   ,
Have thorough knowledge of NY Plumbing Code, NFPA, and other codes. ,
Experience filing with DEP, FDNY and other city agencies.   ,
Excellent organizational and communication skills. ,
Strongly motivated, well organized, shows professional initiative.  ,
Takes ownership of assignments, work both independently and as part of the project team.  ,
Understand work planning and manage design process to the available hours in work plan.   ,
Meets / works with contractors.  ,
Oversee deliverables to and from clients.    "
2018-06-08 12:55,"Admin Assistant/Bookkeeper for Azadi Design, LLC",https://newyork.craigslist.org/mnh/egr/d/admin-assistant-bookkeeper/6611515589.html,,Hourly basis,part-time,"
        ,
Azadi Design has established a reputation in assisting clients in completing designs and renovations of high end residential homes in New York City and Connecticut.,
,
Overview of Bookkeeper / Administrative Assistant: ,
Looking for an administrative assistant/bookkeeper  with experience working for an Interior designing firm who is attentive to detail, quick learner, thorough, proactive and who can multi-tasks in a fast paced environment.  Ideally this position will require a minimum of 2 days but has the ability to grow as we are getting really busy and still growing. Compensation to be determined.  ,
,
Responsibilities of Bookkeeper / Administrative Assistant:,
 ,
​-Assist in the creation of preliminary plans and design concepts,
-Assist interior designer with sample selections, hand sketches, drawings, schedules, and boards,
-Order samples from vendors and handle presentations creation activities,
-Provide design, clerical and administrative support to interior designer,
-Provide support in creating sourcing materials and CAD plans for various projects,
-Scheduling,
-Sourcing ,
-Project pricing,
-Updates digital records to keep a backup of all the transactions in case the physical copies are damaged or lost,
-Filling,
-Experience tracking and maintiaining spreadsheets, budgets, PO's, etc,
-Strong communication and writing skills ,
-Follow up wiht vendors​,
,
Mandatory Qualifications of  Bookkeeper / Administrative Assistant:,
-2 to 3 years of experience,
-Bachelors degree,
,
Skills and Qualities of  Bookkeeper / Administrative Assistant:,
-Preferably with Design Manager software,
-Quickbooks experience,
-CAD experience,
-Bookkeeping experience    "
2018-06-08 13:33,Architect / Draftsman,https://newyork.craigslist.org/mnh/egr/d/architect-draftsman/6611561679.html,,Commensurate with Experience,full-time,"
        ,
Well-established NYC Architecture & Construction Management Firm is seeking an Architect / Draftsman with minimum 7 years experience, to join our team in residential and commercial projects.,
,
Candidates should have the capabilities and experience managing projects from inception through construction, along with the following skills and qualifications:,
,
•	Excellent verbal & written communication skills,
•	Strong programming and production skills,
•	Proficient in Auto CAD ,
•	Highly experienced with interior & exterior construction,
•	Bachelor's Degree from a USA accredited university,
•	License not required,
,
Only candidates with the above qualifications will be granted an interview.,
,
    "
2018-06-08 13:53,Energy Engineer/Cx Project Manager,https://newyork.craigslist.org/mnh/egr/d/energy-engineer-cx-project/6611585935.html,,$100-$135K+,full-time,"
        ,
Sr. Energy Engineer/Project Manager - NYC,
,
We are an independent professional energy engineering consulting and project development company specializing in energy audits, retro-commissioning, energy procurement, design development and implementation of energy conservation projects.  This includes traditional HVAC mechanical projects and renewable energy technologies such as solar and wind. ,
,
We are accepting resumes for Energy Engineers/Commissioning Engineers/PM for our NYC Regional office.,
,
Perform energy audits and retro-commissioning studies of various facilities including higher education, commercial, healthcare, industrial, and municipalities ,
Conduct field testing related to retro-commissioning studies including testing of boilers, steam systems, chillers, pumps and HVAC systems. ,
Identify energy conservation projects that include both capital and operational measures ,
Perform energy use benchmarks (Energy Star) ,
Identify greenhouse gas reduction opportunities ,
Perform calculations of energy savings    "
2018-06-08 14:13,EXPERIENCED CARPENTER/INSTALLATION EXPERT WANTED IMMEDIATELY,https://newyork.craigslist.org/lgi/egr/d/experienced-carpenter/6611610057.html,,Negotiable,employee's choice,"
        ,
We are looking for a carpenter for immediate employment. Being local to Hicksville, NY is a plus.,
,
Looking to fill position immediately. ,
,
Requirements:,
-	Have solid experience,
-	Must be organized, detail oriented, and work at a solid steady pace,
-	Must be available for overtime,
-      Valid Driver's License,
,
Please Ryan a call at 516-978-6841    "
2018-06-08 14:23,Construction Project Manager,https://newyork.craigslist.org/mnh/egr/d/construction-project-manager/6611621650.html,,Commensurate with experience,full-time,"
        ,
King Rose Construction (www.kingroseny.com) is an entrepreneurial, growing NYC general contractor specializing in commercial build outs in the 5 boroughs. Our clients include Columbia University, NASA, The LeFrak Organization, RXR, Dish Network and many other detail oriented organizations. We are currently looking for a Construction Project Manager to join our team. The position is primarily a field based role.,
,
Responsibilities:,
,
- Heavy client interaction; requires well developed communication, organizational and teamwork skills,
- Establish working relationships with King Rose staff, clients, subcontractors, building managers, architects and engineers,
- Coordination with clients, subcontractors and suppliers,
- Timely and effective field coordination,
- Supervision of subcontractors and staff tradespeople,
- Schedule, coordinate and oversee work of subcontractors and Assistant Project Manager,
- Detailed daily reports and cost monitoring using project management and visual communication software and Excel,
,
Requirements:,
,
- Education: Bachelor's Degree preferably in architecture, engineering or Construction Management.,
- Excel Proficiency,
- Familiarity with NYC Code,
,
Experience:,
,
- Minimum 10 years construction management experience, preferably in NYC,
- Experience in Hospital and/or Laboratory renovation preferred,
,
Compensation:,
,
- Profit sharing,
- Family Health benefits,
- 401K,
- Annual performance reviews,
- Salary commensurate with experience,
- Opportunity for financial, professional and personal growth,
,
Job Type:,
,
Full-time    "
2018-06-08 15:42,Facade / Building Envelope Project Architect or Engineer,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope/6611713010.html,,Commensurate with experience,full-time,"
        ,
, ,New York City's leading professional firm dedicated to the preservation of buildings and infrastructure is currently seeking a project architect or engineer with 5 to 10 years of restoration experience. , 

SUPERSTRUCTURES works on an array of challenging projects on many of New York's most prominent buildings. We've won frequent awards, as well as the loyalty of some of the premier clients in the region -- public, corporate and residential.  Our work embraces all components of the building envelope and underlying structure - facades, roofs, windows, and plazas - and the full complement of materials, from landmark terra cotta to high performance curtain walls. We take pride in being an industry leader in such practice areas as Local Law 11 inspections and repairs., 

We work in teams. Teams are assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a ""small office experience"" coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state of the art non-destructive diagnostic equipment and techniques. , 

Employees typically participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see the designs you draw executed in the field, and you'll take on greater responsibility and client exposure as soon as you are ready. , 

Frequent lunchtime seminars by industry experts, including our own in-house personnel, keep us current on developments in the profession (with the additional benefit of a free lunch). , 

SUPERSTRUCTURES offers top-level compensation for top-level people, and the advancement potential of a thriving company. , 

We are committed to a work / life balance, and to a work week of 40 hours.  When, on occasion, more than 40 hours are required, our employees are compensated for every additional hour worked. 
Our benefits include paid holidays, vacation and sick days, health insurance for employee and family, 401(k) with automatic employer contribution, a continuing education allowance, and free NYC Transit MetroCards. , 

Our light-filled office is in a landmarked building with 16' high ceilings, 8' tall windows, and drop dead views in three directions - not a bad place to spend the workday., 

Our Tribeca location is one of New York City's most convenient and vibrant, easily accessible via public transportation. The A, C, and E subway lines stop right in the building. The N, R, #1, and #6 lines are each just a few blocks away., 

SUPERSTRUCTURES welcomes applications in reply to this posting. Please include a cover letter with salary requirements, your resume, and a few pages of attachments that display your capabilities (maximum of 10MB please). , 

Note: Our thanks in advance to those submitting applications; only those candidates under consideration will be contacted. ,  

For additional information, visit our website at ,
    "
2018-06-08 16:05,Mechanical Engineer,https://newyork.craigslist.org/mnh/egr/d/mechanical-engineer/6611739196.html,,Hourly,contract,"
        ,
MEP Consulting Engineering firm seeks a Mechanical Engineer for projects in NYC metro area. Min. 5 years of experience in HVAC design using AutoCAD required. Commercial and high-rise residential projects. ,
Work on a freelance basis. Flexible hours. Work from home (travel to job sites and occasional office visit required as needed). Please submit resume.,
    "
2018-06-08 17:05,MEP Design Engineer - Mechanical+PM,https://newyork.craigslist.org/mnh/egr/d/mep-design-engineer/6611803560.html,,COMPETITIVE SALARY,full-time,"
        ,
MEP Design Engineer - Mechanical+PM,
,
Ettinger Engineering Associates has openings for experienced MEP Mechanical Engineers with a minimum of 3-5 years experiences in systems design, creating plans, schematics, equipment selection & calculations, response to shop drawings/submittals/RFIs, systems narratives, specifications and so on.  This role will also require integrated project management of MEP projects and demonstrated experience in doing so is also required.,
,
General Qualifications include:,
-A B.S. in Engineering and 3-5+ years of experience in MEP Mechanical field.,
-Experience designing in other MEP trades a plus.,
-Experience in PMing an entire project handling other MEP trades to some degree is required,
-Must be able to professionally represent the company to clients and agencies at meetings and through written correspondence.,
-Must be familiar with local building codes.,
-Must be experienced with both AutoCad and Revit.,
-EIT certificate and/or PE License a plus,
-Other certifications a plus (LEED GA or AP, BCxP, HBDP, etc.),
-Proficiency in MSOFFICE & Google Drive tools.,
-Must be able to demonstrate the ability to solve complex technical and project level problems,
,
Compensation & Benefits:,
We offer a competitive salary based on the candidate's experience and credentials,
Medical, vision and dental insurance offered with substantial contributions by the firm,
Disability insurance for the employee paid for by the Firm,
401k plan with firm matching schedule.,
PTO schedule increases with years of service,
Paid holidays,
,
Send resume labeled with your first and last name.,
Send minimum salary requirement,
Must be authorized to work in United States,
NO CALLS.,
,
EEA Culture,
,
EEA is a mid-size firm with enough capability, experience and resource to take on the largest of development projects. At the same time, our company is organized in smaller studios which provide for numerous client and employee benefits. As an example of an outward benefit, our studio model ensures that repeat clients interact with consistent managerial and engineering staff that is familiar with client operational models, expectations, norms, etc. Inwardly, studios and the smaller project teams within them, allow our employees to form tight-knit and collegial professional relationships, allow for seamless work sharing and more.,
,
Beyond a culture which rewards excellence, ""sets the bar high"", and strives to consistently and relentlessly exceed expectations, our internal culture is centered around five additional tenets:,
,
Staff Appreciation - People Are Our Most Valuable Asset,
Professional Development - Your Growth is Shared Growth,
Flexibility,
Environmental Consciousness,
Diversity,
,
Read more about us at: ,
,
Equal Opportunity Employer,
,
Job Type: Full-time,
    "
2018-06-08 21:21,ASSISTANT PROJECT MANAGER - METAL & GLASS,https://newyork.craigslist.org/jsy/egr/d/assistant-project-manager/6612010196.html,,65k to 80k depending on experience level.,full-time,"
        ,
We are MODERNFOLD STYLES, established in 1957 providing Architectural Walls for commercial office spaces. Our Glass Office Front Division is looking for an Assistant PM to handle projects primarily in NYC and surrounding area. This is a fast track position to becoming a full project manager with-in 1 year. ,
Your responsibilities will include meeting with Architects & GC's, Take-offs on Construction Drawings, Managing project schedules,  Site measurements, Arranging & Supervising deliveries site labor, Change Orders, and final Punch-list. Must be familiar with Construction Drawings, Specifications, common MS Office programs, and have a technical background. ,
Previous experience in construction related fields is a must. Experience in Architectural Metal & Glass or Millwork is preferred. ,
This is a full time position with great future potential for the right candidate.  ,
Please visit our website at   www.Modernfoldstyles.com   and forward your resume if you wish to be a part of this growing Organization.,
    "
2018-06-09 08:59,CAD MEP DESIGNER,https://newyork.craigslist.org/que/egr/d/cad-mep-designer/6612205844.html,,Salary based on experience,full-time,"
        ,
We are a full-service MEP engineering firm providing services for various residential and commercial projects. We are looking to for qualified CAD designers to expand our team.,
Duties include but are not limited to the following:,
The CAD designer shall be responsible for producing construction plans and other technical drawings for required MEP projects. Job tasks consist of setting up drawings per company standards, drafting redlines in coordination with engineers, back-checking work for completeness and accuracy.,
Qualifications and Skills,
•	Proficient in drafting/designing MEP projects using AutoCAD.,
Employment Type: Full - Time Experience,
Required experience:,
•	MEP Design,
•	AutoCad,
Job Type: Full-time,
,
    "
2018-06-09 09:01,MEP Design Engineer,https://newyork.craigslist.org/que/egr/d/mep-design-engineer/6612207001.html,,Salary based on experience,full-time,"
        ,
We are a full-service MEP engineering firm providing services for various residential and commercial projects. We are looking to expand our team of experienced mechanical and electrical engineers.,
Duties include but are not limited to the following:,
•	Design and review HVAC, electrical, fire alarm, plumbing, and sprinkler systems for various projects using AutoCad.,
•	Perform calculations and estimate sizes of systems for projects of all sizes.,
•	Prepare plans and specifications.,
•	Conduct field surveys and site evaluations.,
•	Review applicable design standard requirements, codes and regulations as they relate to the project.,
Qualifications:,
•	Proficient in AutoCad,
•	Strong communication, analytical, and interpersonal skills,
•	MEP engineering design experience,
•	Preferably multi-disciplinary and has strong knowledge of Mechanical, Electrical, and Plumbing systems,
•	Ability to quickly assess building systems and equipments,
•	Capable of time management and continued organization,
•	Ability to multitask and work effectively in a team or individual situations,
•	Excellent communication and presentation skills,
Employment Type: Full - Time Experience,
Job Type: Full-time,
Required experience:,
•	MEP Design,
•	AutoCad,
Job Type: Full-time,
    "
